ticker,previousClose,regularMarketOpen,bid,ask,dayLow,dayHigh,52WeekLow,52WeekHigh,volume,averageVolume,marketCap,beta,trailingPE,forwardPE,dividendYield,exDividendDate,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,averageDailyVolume10Day,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualEps,epsTrailingTwelveMonths,epsForward,sharesOutstanding,floatShares,sharesShort,sharesShortPriorMonth,shortRatio,shortPercentOutstanding,shortPercentFloat,percentInsiders,percentInstitutions,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastCapGain,annualHoldingsTurnover,enterpriseValue,priceToSalesTrailing12Months,priceToBook,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,beta,enterpriseValue,priceHint,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,financialCurrency
ACNT,10.43,10.59,,,10.33,10.59,,,2250.0,8761.0,104639800.0,0.692,,12.912499,,1543449600.0,,,,2.32,,,,10.3122,9.39765,,,23610.0,,,,,,,7.2,11.19,,,,,,,10129700.0,8090274.0,9807.0,6921.0,1.56,,,,,0.8,-1.68,3:2,803001600.0,0.743,-8.133,0.053007126,0.23485482,0.25,,,135541632.0,0.57359195,1.0257174,1711843200.0,-32457000.0,-3.21,0.8,0.692,135541632.0,2.0,,,2.32,,,,USD
ACON,0.311,0.3056,0.2162,0.3916,0.295,0.3098,,,136347.0,2624122.0,2461050.0,0.398,,-1.1538463,,,,,,,,,,0.3125,3.34279,,,519860.0,,,,,,,0.267,25.6,,,,,,,8203500.0,1935777.0,732053.0,61971.0,0.12,,,,,-0.26,,1:16,1704326400.0,8.672,-0.139,-0.98214287,0.23485482,,,,653867.0,32.638187,,1703980800.0,-4911374.0,-13.47,-0.26,0.398,653867.0,4.0,,,,,,,USD
ACONW,0.031,0.0251,,,0.0251,0.0301,,,10.0,,,0.398,,,,,,,,,,,,,,,,,,,,,,,0.0251,0.0301,,,,,,,,1935777.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-4911374.0,-6.576,,0.398,,4.0,,,,,,,USD
ACRS,1.05,1.05,1.01,1.04,1.01,1.0595,,,523945.0,803553.0,73402744.0,0.242,,-1.6349206,,,,,,,,,,1.1985,2.754185,,,593630.0,,,,,,,0.59,11.12,,,,,,,71264800.0,60086192.0,4866575.0,4992194.0,6.24,,,,,-0.63,-0.02,,,-1.648,,-0.8876772,0.23485482,,,,-51289272.0,2.3587759,0.5168088,1711843200.0,-77262000.0,-1.09,-0.63,0.242,-51289272.0,4.0,,,,,,,USD
ACRV,7.57,7.57,7.62,7.72,7.5367,8.1,,,126944.0,777277.0,238369664.0,,,-3.2301252,,,,,,,,,,8.3063,6.703525,,,82730.0,,,,,,,3.19,14.03,,,,,,,30876900.0,12046326.0,1053682.0,1025522.0,4.06,,,,,-2.39,,,,,-1.905,-0.3713355,0.23485482,,,,132839912.0,,1.6184486,1711843200.0,-64118000.0,-2.89,-2.39,,132839912.0,2.0,,,,,,,USD
ACST,2.7,2.72,,,2.6671,2.77,,,9820.0,21263.0,25651902.0,1.561,,-2.4366963,,,,,,,,,,3.0238,2.639,,,13530.0,,,,,,,1.72,3.84,,,,,,,9399400.0,6365370.0,1107.0,3819.0,0.08,,,,,-1.12,,1:6,1688947200.0,,-0.046,-0.1574074,0.23485482,,,,561913.0,,0.39661387,1703980800.0,-38774000.0,-5.68,-1.12,1.561,561913.0,4.0,,,,,,,USD
ACT,30.56,30.66,30.66,30.74,30.55,30.76,,,150992.0,201873.0,4830437376.0,0.558,7.601485,7.71608,0.0241,1717113600.0,0.1584,0.66,0.02159686,,0.74,,0.0241,30.5696,28.6761,0.66,0.02159686,167780.0,,,,,,,24.26,31.85,,,,,,,157292000.0,28877298.0,1008526.0,884250.0,5.36,,,,,3.98,-5.27,,,4.253,,0.23086178,0.23485482,0.185,,,4952244224.0,4.1487093,1.0274339,1711843200.0,650510976.0,4.04,3.98,0.558,4952244224.0,2.0,0.66,0.02159686,,0.74,,0.0241,USD
ACTG,5.46,5.46,5.55,5.59,5.42,5.59,,,143405.0,264526.0,558122752.0,0.498,9.147541,9.620689,,1446595200.0,,,,,,,,5.1926,4.1676,,,262940.0,,,,,,,3.43,5.73,,,,,,,100022000.0,36889096.0,914109.0,743548.0,4.55,,,,,0.58,0.83,,,0.718,2.137,0.2768879,0.23485482,0.125,,,96628488.0,4.145943,0.98222136,1711843200.0,48996000.0,0.61,0.58,0.498,96628488.0,2.0,,,,,,,USD
ACVA,18.06,18.03,17.82,17.87,17.61,18.29,,,923175.0,1155160.0,2946820864.0,1.559,,-595.0,,,,,,,,,,18.0954,15.858275,,,1134950.0,,,,,,,12.84,19.62,,,,,,,147964992.0,124336328.0,9307361.0,8949529.0,9.79,,,,,-0.03,-47.02,,,5.445,-37.802,0.007905126,0.23485482,,,,2762242048.0,5.808867,6.4116383,1711843200.0,-77532000.0,-0.49,-0.03,1.559,2762242048.0,2.0,,,,,,,USD
ACWI,110.32,110.49,104.18,116.79,109.57,111.1,,,1879719.0,2449368.0,,,20.224348,,,,,,,,,,,109.0564,101.29815,,,2545530.0,,,,,,,88.34,112.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
ACWX,53.94,54.1,54.08,56.89,53.71,54.925,,,1628800.0,1113306.0,,,14.245749,,,,,,,,,,,53.2548,50.2235,,,711230.0,,,,,,,44.89,55.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
ACXP,2.51,2.49,2.44,2.56,2.49,2.5799,,,45828.0,76950.0,39766180.0,,,-1.5786163,,,,,,,,,,2.1289,2.927845,,,83160.0,,,,,,,1.17,8.82,,,,,,,15843100.0,13435426.0,595642.0,579121.0,8.63,,,,,-1.59,,,,,,-0.13448274,0.23485482,,,,30845260.0,,6.5879264,1711843200.0,-16052700.0,-1.18,-1.59,,30845260.0,4.0,,,,,,,USD
ADAG,2.56,2.52,,,2.5,2.8,,,12314.0,34138.0,123639600.0,0.52,,-3.1111112,,,,,,,,,,2.59968,2.21026,,,30640.0,,,,,,,1.1,4.38,,,,,,,44157000.0,12707828.0,11098.0,14160.0,0.26,,,,,-0.9,,,,3.695,-2.943,1.1052632,0.23485482,,,,66922056.0,6.826583,1.7510945,1703980800.0,-18946370.0,-0.44,-0.9,0.52,66922056.0,4.0,,,,,,,USD
ADAP,1.01,1.16,1.11,1.14,1.0403,1.18,,,14880942.0,1636114.0,288785056.0,2.435,,-2.3541667,,,,,,,,,,1.19114,0.92413,,,2590710.0,,,,,,,0.42,2.05,,,,,,,255562000.0,987097907.0,3517477.0,3197059.0,2.76,,,,,-0.48,-1.8,,,28.445,-13.375,0.086538434,0.23485482,,,,1714675584.0,4.790648,6.494253,1703980800.0,-113871000.0,-0.73,-0.48,2.435,1714675584.0,4.0,,,,,,,USD
ADBE,445.87,446.93,444.16,445.11,433.98,448.23,,,7484671.0,3548598.0,199252492288.0,1.281,42.56077,21.823359,,1111622400.0,,,,0.12,,,,482.5594,547.1758,,,3112050.0,,,,,,,417.74,638.25,,,,,,,448000000.0,446759040.0,8007830.0,7193329.0,2.99,,,,,20.38,1.85,2:1,1116892800.0,9.857,25.895,0.02436781,0.23485482,0.0065,,,196518477824.0,9.994607,13.032115,1709251200.0,4800999936.0,10.45,20.38,1.281,196518477824.0,2.0,,,0.12,,,,USD
ADD,0.216,0.215,,,0.2101,0.2211,,,92232.0,216342.0,4729561.0,2.178,,,,,,,,,,,,0.2286,0.46225,,,762450.0,,,,,,,0.17,1.86,,,,,,,22511000.0,19215641.0,115110.0,231343.0,1.17,,,,,,,1:40,1664150400.0,,-0.235,-0.8264463,0.23485482,,,,5326125.0,,0.13759005,1688083200.0,-37849664.0,-4.13,,2.178,5326125.0,4.0,,,,,,,USD
ADEA,11.82,11.84,11.8,11.86,11.495,12.0,,,574962.0,476554.0,1283637760.0,1.136,33.8,7.939597,0.016900001,1716854400.0,0.5714,0.2,0.016920475,2.53,0.2,,0.016900001,10.7905,10.61795,0.2,0.016920475,363949.0,,,,,,,8.11,13.39,,,,,,,108507000.0,105796932.0,3178798.0,3384880.0,7.13,,,,,1.49,0.6,,,4.934,8.542,0.17761195,0.23485482,0.05,,,1751124096.0,3.6170423,3.6659436,1711843200.0,39250000.0,0.35,1.49,1.136,1751124096.0,2.0,0.2,0.016920475,2.53,0.2,,0.016900001,USD
ADI,230.0,230.1,221.88,241.99,227.65,234.73,,,6458691.0,3384130.0,116357922816.0,1.144,54.91569,29.274656,0.015700001,1717459200.0,0.8178,3.56,0.015478261,1.8,3.68,,0.015700001,203.7096,188.4385,3.56,0.015478261,4303850.0,,,,,,,154.99,241.88,,,,,,,496216992.0,493790357.0,11423508.0,8536624.0,3.7,,,,,8.01,-26.01,2:1,953164800.0,11.669,25.084,0.340096,0.23485482,0.92,,,122113179648.0,11.119065,3.3010488,1714780800.0,2140418048.0,4.27,8.01,1.144,122113179648.0,2.0,3.56,0.015478261,1.8,3.68,,0.015700001,USD
ADIL,1.45,1.49,1.42,1.46,1.43,1.53,,,158446.0,2801593.0,6138299.0,1.409,,-0.9119497,,,,,,,,,,1.6144,2.02415,,,133530.0,,,,,,,0.77,14.0,,,,,,,4233310.0,3937716.0,167066.0,8655.0,0.02,,,,,-1.59,,1:25,1691366400.0,,-0.437,-0.8,0.23485482,,,,3011917.0,,0.5906314,1703980800.0,-7001890.0,-4.98,-1.59,1.409,3011917.0,4.0,,,,,,,USD
ADMA,9.48,9.54,9.53,9.56,9.4,9.635,,,2139324.0,2863746.0,2213775872.0,0.429,,17.685184,,,,,,,,,,7.2966,5.07185,,,2865090.0,,,,,,,3.06,9.775,,,,,,,231808992.0,227228647.0,8442938.0,8106148.0,2.92,,,,,0.54,,,,8.157,41.642,1.3697271,0.23485482,,,,2309879808.0,7.8176675,14.404223,1711843200.0,-3644000.0,-0.02,0.54,0.429,2309879808.0,2.0,,,,,,,USD
ADN,3.88,3.9,3.02,3.67,3.14,3.99,,,47838.0,36087.0,9293074.0,0.141,,-179.5,,,,,,,,,,4.3494,8.69265,,,57370.0,,,,,,,2.77,30.0,,,,,,,2588600.0,1742787.0,106161.0,83317.0,2.49,,,,,-0.02,,1:30,1715644800.0,2.813,-0.334,-0.8597108,0.23485482,,,,14935903.0,1.7501081,0.2281103,1696032000.0,-93290000.0,-52.5,-0.02,0.141,14935903.0,4.0,,,,,,,USD
ADNWW,0.0121,0.0115,,,0.0091,0.0119,,,79830.0,,,0.141,,,,,,,,,,,,,,,,,,,,,,,0.0091,0.0119,,,,,,,,1742787.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-93290000.0,,,0.141,,4.0,,,,,,,USD
ADP,240.91,241.52,244.87,245.03,240.52,245.02,,,2059578.0,1697636.0,100243554304.0,0.785,27.395975,24.541082,0.0229,1718323200.0,0.59220004,5.3,0.021999918,2.0,5.6,,0.0229,245.8894,241.67015,5.3,0.021999918,1365690.0,,,,,,,205.53,256.84,,,,,,,409291008.0,408390891.0,4142715.0,4395224.0,2.98,,,,,9.98,2.52,1139:1000,1412121600.0,5.306,18.287,0.13263047,0.23485482,1.4,,,100347035648.0,5.3005543,21.693535,1711843200.0,3699399936.0,8.94,9.98,0.785,100347035648.0,2.0,5.3,0.021999918,2.0,5.6,,0.0229,USD
ADPT,3.61,3.63,3.44,3.47,3.43,3.78,,,3503355.0,1742414.0,508419616.0,1.269,,-3.254717,,,,,,,,,,3.0785,4.2647,,,1424330.0,,,,,,,2.28,9.08,,,,,,,147368000.0,81720157.0,13139022.0,10005472.0,7.21,,,,,-1.06,-0.13,,,2.449,-2.497,-0.53999996,0.23485482,,,,427440704.0,2.913546,1.8498659,1711843200.0,-215058000.0,-1.49,-1.06,1.269,427440704.0,4.0,,,,,,,USD
ADSE,11.15,11.04,11.15,11.48,11.02,11.4,,,111232.0,39022.0,576666688.0,0.461,,-21.111109,,,,,,,,,,10.752,8.3827,,,45620.0,,,,,,,4.8,11.48,,,,,,,50584800.0,16105683.0,76704.0,146789.0,2.55,,,,,-0.54,,,,5.26,-14.181,0.8936877,0.23485482,,,,564845312.0,5.3701363,16.989567,1703980800.0,-55081000.0,-1.22,-0.54,0.461,564845312.0,2.0,,,,,,,EUR
ADSEW,2.15,2.16,,,2.1201,2.21,,,8100.0,,,0.461,,,,,,,,,,,,,,,,,,,,,,,2.1201,2.21,,,,,,,,16105683.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-55081000.0,-100.834,,0.461,,4.0,,,,,,,EUR
ADSK,199.93,199.7,201.52,201.75,195.32,201.82,,,4094270.0,1680942.0,43125268480.0,1.454,48.11456,22.227123,,1111449600.0,,,,0.48,,,,227.3236,227.93245,,,2098900.0,,,,,,,192.01,279.53,,,,,,,213915008.0,213394380.0,2111999.0,2219910.0,1.06,,,,,9.07,2.05,2:1,1103587200.0,7.917,35.703,-0.032768786,0.23485482,0.015,,,43522400256.0,7.8452373,23.257961,1706659200.0,906000000.0,4.19,9.07,1.454,43522400256.0,2.0,,,0.48,,,,USD
ADTH,3.19,3.19,3.18,3.21,3.19,3.205,,,1303809.0,1901861.0,293142496.0,1.211,,35.444443,,,,,,,,,,3.2513,2.152175,,,2045230.0,,,,,,,1.11,3.98,,,,,,,91894200.0,39172380.0,592923.0,642895.0,0.26,,,,,0.09,4.95,,,1.332,-428.178,0.8280802,0.23485482,,,,230359856.0,1.6945436,1.8644068,1711843200.0,-4622000.0,-0.05,0.09,1.211,230359856.0,4.0,,,,,,,USD
ADTHW,0.45,0.445,,,0.44,0.4525,,,35642.0,,,1.211,1.4596773,,,,,,,,,,,,,,,,,,,,,,0.44,0.4525,,,,,,,,39172380.0,,,,,,,,,,,,,,,0.23485482,,,,,,0.28530896,,-4622000.0,0.31,,1.211,,4.0,,,,,,,USD
ADTN,5.57,5.61,5.53,5.56,5.48,5.655,,,2013359.0,769944.0,439096576.0,1.134,,16.32353,0.064899996,1692316800.0,9.0,0.09,0.016157988,2.97,0.36,,0.064899996,5.1016,6.4474,0.09,0.016157988,845790.0,,,,,,,4.34,11.02,,,,,,,79116496.0,64294753.0,3665773.0,3318379.0,4.77,,,,,0.34,-34.6,2:1,1071532800.0,0.947,-21.693,-0.37217194,0.23485482,0.09,,,995172032.0,0.41764587,1.6463958,1711843200.0,-552155008.0,-7.02,0.34,1.134,995172032.0,2.0,0.09,0.016157988,2.97,0.36,,0.064899996,USD
ADTX,1.95,1.96,,,1.92,2.0,,,18590.0,348890.0,3197203.0,,,-0.170062,,,,,,,,,,2.5128,6.80668,,,21210.0,,,,,,,1.92,68.08,,,,,,,1665210.0,1654207.0,172582.0,212328.0,3.99,,,,,-11.29,,1:40,1692316800.0,21.81,-0.352,-0.9222042,0.23485482,,,,11045727.0,6.313081,0.32198557,1711843200.0,-41445732.0,-64.83,-11.29,,11045727.0,4.0,,,,,,,USD
ADUS,111.73,112.31,114.56,115.45,112.31,115.1,,,142250.0,126328.0,1879474048.0,0.958,28.559702,21.066055,,,,,,,,,,102.8338,92.3859,,,80460.0,,,,,,,78.35,115.1,,,,,,,16370300.0,15821534.0,310109.0,352591.0,1.92,,,,,5.45,1.48,,,1.774,16.611,0.22883439,0.23485482,,,,1929380480.0,1.7277786,2.5599804,1711843200.0,65671000.0,4.02,5.45,0.958,1929380480.0,2.0,,,,,,,USD
ADV,3.46,3.46,3.42,3.45,3.365,3.48,,,735269.0,855860.0,1108299264.0,1.633,,5.8305087,,,,,,,,,,4.0662,3.4279,,,876290.0,,,,,,,1.85,4.95,,,,,,,322180000.0,55179686.0,7865778.0,7323889.0,7.53,,,,,0.59,-1.44,,,0.669,8.237,0.63033175,0.23485482,,,,2783563520.0,0.26645222,1.0284007,1711843200.0,-80278000.0,-0.24,0.59,1.633,2783563520.0,4.0,,,,,,,USD
ADVM,7.81,7.83,7.9,7.97,7.83,8.35,,,166205.0,320543.0,164393856.0,0.881,,-1.32,,,,,,,,,,10.7336,12.3925,,,484540.0,,,,,,,7.24,29.7,,,,,,,20756800.0,10608618.0,762205.0,1130658.0,2.31,,,,,-6.0,,1:10,1710979200.0,,-0.395,-0.41333336,0.23485482,,,,45549252.0,Infinity,0.901742,1711843200.0,-112896000.0,-10.2,-6.0,0.881,45549252.0,2.0,,,,,,,USD
ADVWW,0.1,0.0958,,,0.0958,0.1,,,10238.0,,,1.633,,,,,,,,,,,,,,,,,,,,,,,0.0958,0.1,,,,,,,,55179686.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-80278000.0,,,1.633,,4.0,,,,,,,USD
ADXN,8.66,8.39,,,8.39,8.6,,,659.0,19792.0,10164254.0,1.819,,,,,,,,,,,,13.6445,9.4586,,,3470.0,,,,,,,5.0,27.9,,,,,,,1068810.0,49853519.0,14663.0,21710.0,0.27,,,,,,,1:20,1698019200.0,667.543,-107.205,-0.33229816,0.23485482,,,,1099489536.0,6.171116,955.55566,1703980800.0,-10556227.0,-18.4,,1.819,1099489536.0,2.0,,,,,,,CHF
AEAE,11.47,11.7,,,11.7,11.85,,,1196.0,4825.0,76884696.0,,,,,,,,,,,,,11.32904,10.91881,,,3840.0,,,,,,,10.27,12.28,,,,,,,6238160.0,1396640.0,16027.0,497.0,1.97,,,,,,,,,,,0.13942313,0.23485482,,,,78498768.0,,,1711843200.0,-497026.0,-0.06,,,78498768.0,2.0,,,,,,,USD
AEAEU,10.94,,,,10.94,10.94,,,,,,,8.573668,,,,,,,,,,,10.94,10.80405,,,,,,,,,,9.8001,10.94,,,,,,,,1396640.0,,,,,,,,,,,,,,0.062135935,0.23485482,,,,72594544.0,,,1711843200.0,-497026.0,1.276,,,72594544.0,2.0,,,,,,,USD
AEAEW,0.0737,0.0737,,,0.0737,0.0737,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0737,0.0737,,,,,,,,1396640.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-497026.0,,,,,4.0,,,,,,,USD
AEHL,1.46,1.47,,,1.43,1.48,,,8551.0,245365.0,10258913.0,,,,,1418169600.0,,,,,,,,1.6808,2.322,,,63780.0,,,,,,,1.22,12.0,,,,,,,6934040.0,,189100.0,212698.0,0.95,,,,,,,1:10,1694995200.0,,,-0.86168224,0.23485482,3.12,,,,0.020094004,0.027407285,1703980800.0,-86801000.0,-5.49,,,,4.0,,,,,,,CNY
AEHR,11.58,11.56,11.48,11.55,11.26,11.7,,,1073952.0,1002812.0,332808192.0,1.973,22.134617,21.716982,,,,,,,,,,11.6458,24.1431,,,590430.0,,,,,,,10.19,54.1,,,,,,,28914700.0,27324997.0,6240626.0,5782485.0,7.62,,,,,0.53,1.21,,,4.055,21.19,-0.7188569,0.23485482,,,,291533536.0,4.629602,3.846925,1709164800.0,15403000.0,0.52,0.53,1.973,291533536.0,2.0,,,,,,,USD
AEI,0.89,0.91,,,0.91,0.9299,,,42482.0,68441.0,8403959.0,0.778,,,,,,,,,,,,0.61582,1.03993,,,165320.0,,,,,,,0.458,2.04,,,,,,,9235120.0,4305782.0,5187.0,3398.0,0.11,,,,,,,1:20,1672185600.0,-1.53,42.254,-0.49723756,0.23485482,,,,-33794084.0,0.38046747,0.09529794,1703980800.0,-58946380.0,-6.79,,0.778,-33794084.0,4.0,,,,,,,USD
AEIS,106.86,107.04,107.11,107.46,105.71,108.64,,,188529.0,202166.0,4022469376.0,1.535,38.783394,19.857672,0.0037,1716422400.0,0.1444,0.4,0.0037432155,,0.4,,0.0037,99.8994,101.0121,0.4,0.0037432155,166010.0,,,,,,,81.86,126.38,,,,,,,37442700.0,37125895.0,2553359.0,2721393.0,12.66,,,,,5.41,6.83,,,2.585,23.75,0.10901213,0.23485482,0.1,,,4027694080.0,2.5814102,3.5187187,1711843200.0,104784000.0,2.77,5.41,1.535,4027694080.0,2.0,0.4,0.0037432155,,0.4,,0.0037,USD
AEMD,0.4,0.395,0.4249,0.4391,0.38,0.46,,,3549808.0,798017.0,2219837.0,1.966,,-0.12450143,,,,,,,,,,1.2284,1.7936,,,1605860.0,,,,,,,0.37,5.0,,,,,,,5079720.0,2561990.0,1752964.0,29759.0,1.28,,,,,-3.51,,1:10,1696464000.0,-10.13,0.51,-0.87058824,0.23485482,,,,-5816954.0,3.8656619,0.14909588,1703980800.0,-12249691.0,-5.01,-3.51,1.966,-5816954.0,4.0,,,,,,,USD
AENT,2.48,2.4301,,,2.4301,2.7899,,,50055.0,19987.0,302841632.0,0.318,,,,,,,,,,,,2.2032,1.573555,,,18010.0,,,,,,,0.651,4.1,,,,,,,50930800.0,3147522.0,42763.0,22575.0,2.18,,,,,,,,,0.212,10.069,-0.089999974,0.23485482,,,,235761008.0,0.27266303,1.6337522,1711843200.0,-2555000.0,-0.06,,0.318,235761008.0,4.0,,,,,,,USD
AENTW,0.05,0.0404,0.0243,0.039,0.0648,0.0796,,,10297.0,,,0.318,,,,,,,,,,,,,,,,,,,,,,,0.0648,0.0796,,,,,,,,3147522.0,,,,,,,,,,,,,,,0.23485482,,,,,,0.038779177,,-2555000.0,,,0.318,,4.0,,,,,,,USD
AEP,88.16,88.11,90.18,90.3,88.05,90.315,,,5496469.0,3135769.0,47572758528.0,0.5,16.806332,15.091973,0.039,1715212800.0,0.6369,3.42,0.038793102,3.46,3.52,,0.039,86.7556,80.97085,3.42,0.038793102,2737600.0,,,,,,,69.38,93.44,,,,,,,527121984.0,526188753.0,11592364.0,8401916.0,3.61,,,,,5.98,2.47,2:1,-226281600.0,4.729,12.452,0.07440472,0.23485482,0.88,,,91355340800.0,2.4627278,1.8433039,1711843200.0,2814200064.0,5.37,5.98,0.5,91355340800.0,2.0,3.42,0.038793102,3.46,3.52,,0.039,USD
AERT,1.43,1.434,1.36,1.47,1.4,1.45,,,1754.0,28369.0,51812312.0,-0.501,,,,,,,,,,,,2.0093,4.60701,,,56400.0,,,,,,,1.29,11.4,,,,,,,36956000.0,3626420.0,58780.0,72057.0,5.22,,,,,,,,,0.577,5.485,-0.86375123,0.23485482,,,,39162844.0,0.76332647,,1703980800.0,-16067000.0,,,-0.501,39162844.0,4.0,,,,,,,USD
AERTW,0.0368,0.0368,,,0.0368,0.0368,,,1000.0,,,-0.501,,,,,,,,,,,,,,,,,,,,,,,0.0368,0.0368,,,,,,,,3626420.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,-16067000.0,,,-0.501,,4.0,,,,,,,USD
AEYE,23.75,24.05,23.88,24.1,21.5001,24.05,,,315663.0,223977.0,279333600.0,1.19,,480.0,,,,,,,,,,16.0148,7.9088,,,312650.0,,,,,,,3.75,26.16,,,,,,,11638900.0,6266988.0,477449.0,196442.0,1.81,,,,,0.05,,1:25,1533686400.0,8.843,-102.253,3.0472174,0.23485482,,,,279662592.0,8.832125,57.007126,1711843200.0,-4690000.0,-0.4,0.05,1.19,279662592.0,2.0,,,,,,,USD
AEZS,9.93,9.98,6.91,12.42,9.69,9.98,,,2291.0,9079.0,11763369.0,2.075,,-2.875371,,,,,,,,,,8.255,8.16795,,,22720.0,,,,,,,5.44,12.8,,,,,,,1213970.0,1212124.0,4082.0,5425.0,1.44,,,,,-3.37,,1:4,1714694400.0,-5.167,1.292,-0.14399296,0.23485482,,,,-23242238.0,2.6152444,0.64647406,1703980800.0,-16552000.0,-14.87,-3.37,2.075,-23242238.0,2.0,,,,,,,USD
AFAR,11.33,11.3104,,,11.311,11.311,,,401.0,3903.0,65396808.0,,59.531578,,,,,,,,,,,11.19406,10.953495,,,1730.0,,,,,,,10.55,11.64,,,,,,,2906700.0,2497924.0,1988.0,879.0,0.45,,,,,,,,,,,0.06808305,0.23485482,,,,66185172.0,,,1709164800.0,1652548.0,0.19,,,66185172.0,2.0,,,,,,,USD
AFARU,10.98,,,,10.94,10.94,,,,,,,,,,,,,,,,,,10.94,10.9007,,,,,,,,,,9.54,11.478,,,,,,,,2497924.0,162.0,162.0,,,,,,,,,,,,0.03305006,0.23485482,,,,64040160.0,,,1709164800.0,1652548.0,,,,64040160.0,2.0,,,,,,,USD
AFARW,0.016,0.016,,,0.0161,0.0161,,,7190.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161,0.0161,,,,,,,,2497924.0,,,,,,,,,,,,,,,0.23485482,,,,,,,,1652548.0,,,,,4.0,,,,,,,USD
AFBI,16.955,20.9,20.51,,20.5,20.92,,,226614.0,7479.0,132246752.0,0.446,22.402174,,,,,,,,,,,16.7889,15.709255,,,26510.0,,,,,,,11.56,20.92,,,,,,,6416630.0,4550480.0,3772.0,3564.0,1.29,,,,,,,,,4.145,,0.70330584,0.23485482,,,,122688704.0,4.4683995,1.0725437,1711843200.0,6061000.0,0.92,,0.446,122688704.0,2.0,,,,,,,USD
AFCG,11.63,11.73,11.71,11.78,11.6097,11.7901,,,64809.0,114141.0,242838432.0,1.077,22.596155,5.4398146,0.16350001,1711497600.0,3.6923,1.92,0.16509028,,1.92,,0.16350001,12.0986,11.930625,1.92,0.16509028,111330.0,,,,,,,10.41,14.6,,,,,,,20667100.0,16756673.0,675892.0,623751.0,8.4,,,,,2.16,,,,6.749,,-0.010942757,0.23485482,0.48,,,308703040.0,5.308961,0.7817698,1711843200.0,10573561.0,0.52,2.16,1.077,308703040.0,2.0,1.92,0.16509028,,1.92,,0.16350001,USD
AFJK,10.35,10.32,,,10.32,10.32,,,101.0,16866.0,93148320.0,,,,,,,,,,,,,10.27476,10.231428,,,1730.0,,,,,,,10.15,10.34,,,,,,,9026000.0,,7425.0,12932.0,1.81,,,,,,,,,,,0.015748024,0.23485482,,,,92734576.0,,,1711843200.0,257084.0,,,,92734576.0,2.0,,,,,,,USD
AFJKR,0.22,,,,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,0.23485482,,,,,,,,257084.0,,,,,4.0,,,,,,,USD
AFJKU,10.39,,,,10.39,10.39,,,,1028.0,,,,,,,,,,,,,,10.4704,10.37171,,,40.0,,,,,,,10.14,11.63,,,,,,,,,24.0,24.0,0.18,,,,,,,,,,,0.023645282,0.23485482,,,,93366392.0,,,1711843200.0,257084.0,,,,93366392.0,2.0,,,,,,,USD
AFMD,4.06,4.06,4.2,4.45,4.0104,4.35,,,74826.0,98426.0,66239624.0,2.05,,-1.0820895,,,,,,,,,,5.3077,5.034525,,,111030.0,,,,,,,2.24,8.78,,,,,,,15227500.0,13500212.0,230701.0,219368.0,4.27,,,,,-4.02,,1:10,1710115200.0,3.382,-0.459,-0.42384106,0.23485482,,,,47061464.0,4.760646,1.1286974,1703980800.0,-105938000.0,-7.66,-4.02,2.05,47061464.0,4.0,,,,,,,EUR
AFRI,11.14,11.1282,,,11.11,11.1282,,,2439.0,8476.0,298627904.0,0.378,,,,,,,,,,,,10.5144,10.783025,,,4460.0,,,,,,,9.63,12.0,,,,,,,26879200.0,4196381.0,298582.0,284624.0,42.24,,,,,,,,,1.571,77.938,-0.0035874248,0.23485482,,,,479784928.0,0.9775822,13.101415,1703980800.0,-12676000.0,-0.47,,0.378,479784928.0,2.0,,,,,,,USD
